"Title","Description","Price","Condition","Ad Posted Date","Username of Seller"
"Dell 27 Gaming Monitor S2721HGF 144Hz 1920*1080 IP","Display Type: LED-backlit LCD monitor / TFT active matrix Diagonal Size: 27"" Adaptive-Sync Technology: NVIDIA® G-SYNC® Compatible Certified AMD FreeSync™ Premium Pro Technology Panel Type: IPS Aspect Ratio: 16:9 Resolution: 1920*1080 Pixel Pitch: 0.2331 mm CALL US FOR BEST PRICE Digital One Pvt ltd at New Road Sankata PHONE NO - 01-5331676, 01-5330587 MOB/ VIBER- 9841422141 Ntc ; 9851137605 Ncell - 9705422141 Mail id - birendrashre@gmail.com","रू. 37,000","| Brand New","2 years ago","Digital One Pvt Ltd"
"Dell Monitor 24 Inc 2421HN Full Hd Brand New","Dell Monitor 24inch/ Dell monitor /monitor /24 inch Ports & Slots: 1. Power Port | 2. DP Port 1.2 | 3. VGA Port Cables Included 1 x Power cable 1 x Dis CALL US FOR BEST PRICE Digital One Pvt ltd at New Road Sankata PHONE NO - 01-5331676, 01-5330587 MOB/ VIBER- 9841422141 Ntc ; 9851137605 Ncell - 9803293527 Mail id - birendrashre@gmail.com","रू. 21,000","| Brand New","10 months ago","Digital One Pvt Ltd"
"MSI OPTIX G274QPF ESPORTS GAMING MONITOR FOR SALE","MSI G274QPF, 27"" Gaming Monitor, 2560 x 1440 (QHD), Rapid IPS, 1ms, 165Hz, G-Sync Compatible, HDMI, Displayport, Tilt Screen Size 27 Inches Display Resolution Maximum 2560 x 1440 Brand MSI Special Feature Anti Glare Screen, Tilt Adjustment Refresh Rate 165 Hz","रू. 49,999","| Brand New","7 months ago","Digital One Pvt Ltd"
"Dell Desktop Intel Core I5 6th Gen With Monitor","BRAND ; Dell Intel Core i5 6th Gen 8 GB DDR4 RAM 256 SSD HDD 19 COPY DELL MONITOR DELL KB AND DELL MOUSE ONE YEAR WARRENTY !","रू. 31,000","| Brand New","8 months ago","Digital One Pvt Ltd"
"DELL S2721HN 27 LED MONITOR FOR Sale","Display Type: LED-backlit LCD monitor / TFT active matrix Diagonal Size: 27"" Viewable Size: 27"" Adaptive-Sync Technology: AMD FreeSync Panel Type: IPS Aspect Ratio: 16:9 Native Resolution: Full HD (1080p) 1920 x 1080 at 75 Hz Pixel Pitch: 0.2745 mm Pixel Per Inch: 92.56 Brightness: 250 cd/m² Contrast Ratio: 1000:1 Color Support: 16.7 million colors Color Gamut: 72% NTSC (CIE 1931), 99% sRGB Response Time: 4 ms (gray-to-gray extreme) Horizontal Viewing Angle: 178 Vertical Viewing Angle: 178 Scree","रू. 24,000","| Brand New","8 months ago","Digital One Pvt Ltd"
"Dell Monitor 19 Led Brand New","Dell Monitor 19 LED - 19” Size - 1366x768 resolution - HDMI + VGA Port - Best for home/ office/school/ Institute use CALL US FOR BEST PRICE Digital One Pvt ltd at New Road Sankata PHONE NO - 01-5331676, 01-5330587 MOB/ VIBER- 9841422141 Ntc ; 9851137605 Ncell - 9705422141 Mail id - birendrashre@gmail.com","रू. 5,300","| Brand New","7 months ago","Digital One Pvt Ltd"
"Koorui 24E3 24"" 165Hz 1080P 1Ms Gaming Monitor","Model: Koorui 24E3 24"" 165Hz Resolution: FHD (1920 x 1080) Display: IPS, 165Hz, 1ms MPRT, Ports: HDMI, DP One Year Warrenty !!","रू. 19,999","| Brand New","5 months ago","Digital One Pvt Ltd"
"Gigabyte G24F 2 Gaming Monitor On Sale","G24F 2 Gaming Monitor Specification Panel Size (diagonal) 23.8”SS IPS Display Viewing Area (HxV) 527.04x296.46 mm Panel Backlight/ Type Edge Display Surface(non-glare/ glare) Non-glare Color Saturation 95% DCI-P3, 125% sRGB True Resolution 1920 x 1080(FHD) Pixel Pitch 0.2745(H) x 0.2745(V) mm Brightness 300 cd/m2(TYP) Contrast Ratio 1100:1 Viewing Angle 178°(H)/178°(V) Display Colors 16.7M Response Time 1ms MPRT Refresh Rate 165Hz/OC 180Hz HDR HDR ready","रू. 33,000","| Brand New","1 years ago","Birendra Shrestha"
"17 Digital Led Monitor Brand New On Sale","17 Digital Brand Led Monitor One Year Warrenty CALL US FOR BEST PRICE Digital One Pvt ltd at Newroad Sankatamandir PHONE NO - 01-5331676, 01-5330587 MOB/ VIBER- 9841422141 Ncell - 9803293527 Mail id - birendrashre@gmail.com","रू. 4,500","| Brand New","2 years ago","Digital One Pvt Ltd"
"Acer 19.5-Inc Monitor Brand New On Sale","* Brand ; Acer * Model ; EH200Q * Resolution ; 1366*768(MAX) * Manf Date ; 2022 One Year Warrenty !!! हामी सङ्ग brand new laptop & computer पाउनुका साथै सामान पनि पाउन्छ जस्तै ;- display, keyboard, charger, ram, SSD, laptop Battery, laptop motherboard, Desktop ram, motherboard, processer, Ram,HDD !!! Digital One Pvt ltd at New Road Sankata PHONE NO - 01-5331676, 01-5330587 MOB/ VIBER- 9841422141 Ntc ; 9851137605 Ncell - 9803293527 Mail id - birendrashre@gmail.com","रू. 13,000","| Brand New","2 years ago","Digital One Pvt Ltd"
"19"" Led Ps Tech Monitor Brand New On Sale","Brand ; Ps Tech 19 led Monitor One Year Warrenty !!! Digital One Pvt ltd at New Road Sankata PHONE NO - 01-5331676, 01-5330587 MOB/ VIBER- 9841422141 Ntc ; 9851137605 Ncell - 9803293527 Mail id - birendrashre@gmail.com","रू. 5,500","| Brand New","2 years ago","Digital One Pvt Ltd"
"Koorui 27 Inch QHD CurvedVA 144Hz Gaming Monitor","Koorui 27 Inch Curved VA 144Hz 1ms 100% sRGB QHD Gaming Monitor VA (Curved Screen) Panel Type 144 Hz Refresh Rate Native Resolution 2560 x 1440 Response Time 1ms SRGB 100% Color Gamut 85% DCI-P3 1 Year Warranty !! CALL US FOR BEST PRICE Digital One Pvt ltd at New Road Sankata PHONE NO - 01-5331676, 01-5330587 Mob/ Vib-9841422141 Ncell - 9705422141 Ntc ; 9851137605 Mail id - birendrashre@gmail.com","रू. 32,000","| Brand New","8 months ago","Digital One Pvt Ltd"
"Gaming Monitor G24f2 Gigabyte Brand New","Resolution & Panel: 28.8"" SS IPS 1920x1080 (FHD) Display Gaming Monitor Refresh Rate & Response: 165Hz Refresh Rate, 1ms (MPRT) Response Time Color Accuracy: 95% DCI-P3 / 125% sRGB Connectivity: 2x HDMI 2.0, 1xDisplayport 1.2 (HDR Ready), 3x USB 3.2 Gen 1, 1x Earphone Jack VESA Wall Mount Compatible 100x100mm Accessories: Power Cable, HDMI Cable, USB Cable, QSG, Warranty Card","रू. 29,999","| Brand New","2 months ago","Digital One Pvt Ltd"
"27” LED MONITOR GIGABYTE M 27Q Ek 165HZ IPS 2K","GIGABYTE M27Q 27"" 165Hz 1440P -KVM Gaming Monitor, 2560 x 1440 SS IPS Display, 0.5ms (MPRT) Response Time, 92% DCI-P3, HDR Ready, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 2.0, 2x USB 3.0","रू. 51,000","| Brand New","4 days ago","Digital One Pvt Ltd"
"Acer Monitor Led 20"" Brand New On Sale","ACER LED 20"" !!! CALL US FOR BEST PRICE Digital One Pvt ltd at New Road Sankata PHONE NO - 01-5331676, 01-5330587 MOB/ VIBER- 9841422141 Ntc; 9851137605 Ncell - 9705422141 Mail id - birendrashre@gmail.com","रू. 12,000","| Brand New","5 years ago","Birendra Shrestha"
"Original Dell 27 Inch Monitor - S2721HN"," Diagonal Size 27"" (68.58 cm) ⎚ Resolution / Refresh Rate Full HD (1080p) 1920 x 1080 at 75 Hz  Adjustability Tilt  Ports 2 x HDMI Audio line-out  Cables 1 x HDMI cable  Panel Technology IPS","रू. 22,200","| Brand New","2 months ago","Tech Store"
"Monitor 19 LED Brand New On Sale","Monitor with hdmi and vga One Year Warrenty !!","रू. 4,800","| Brand New","7 months ago","Birendra Shrestha"
"MSI OPTIX G274QPF ESPORTS GAMING MONITOR FOR SALE","MSI G274QPF, 27"" Gaming Monitor, 2560 x 1440 (QHD), Rapid IPS, 1ms, 165Hz, G-Sync Compatible, HDMI, Displayport, Tilt Screen Size 27 Inches Display Resolution Maximum 2560 x 1440 Brand MSI Special Feature Anti Glare Screen, Tilt Adjustment Refresh Rate 165 Hz","रू. 51,000","| Brand New","7 months ago","Birendra Shrestha"
"Dell 22 Inch Monitor E2221HN FHD, 60Hz","Dell Monitor E2221HN 22"" 1920 x 1080 FHD, 60Hz, D-SUB HDMI","रू. 17,500","| Brand New","10 months ago","Tech Store"
"Dell 22"" E2216HV FHD Monitor- VGA Port","- Brand new Monitor with a 1-year warranty - Contact no: 9801182449 (Viber/Whatsapp) - Price is Fixed Product : Dell 22inch LED Monitor – E2216HV Full HD 1920×1080 @60Hz Resolution | WLED Backlighting | 16:9 widescreen format Anti-glare Screen Coating | VESA compatible for various mounting options VGA connection| Handy preset auto modes with Dell Display Manager Adjustable to your preferred angle with smooth tilt functionality (up to 6° forward or 22°backward) | Easy-to-reach front panel contro","रू. 13,000","| Brand New","1 months ago","Newroad Computer Store"
"MSI G274QPF ESPORTS GAMING MONITOR","MSI G274QPF 27"" 170HZ ESPORTS GAMING MONITOR FOR SALE. BRAND NEW BOX PACK ONLY AT RS 48500/- CAN CALL ME 9808303005,9852672645.","रू. 48,500","| Brand New","7 months ago","Dabss"
"MSI Optix MAG342CQR 34"" UWQHD Gaming Monitor |VA","- Brand new Monitor with a 1-year warranty - Contact no: 9801182449 (Viber/Whatsapp) - Price is Fixed Brand: MSI Model: Optix MAG342CQR Screen Size: 34"" Resolution: 3440 x 1440 (UWQHD) Panel Type: VA Curvature: 1500R Refresh Rate: 144Hz RESPONSE TIME: 1ms(MPRT) DYNAMIC REFRESH RATE TECHNOLOGY: Adaptive-Sync VIDEO PORTS: 1x DP (1.4), 2x HDMI™ (2.0) ADOBE RGB / DCI-P3 / SRGB: 94.64% / 92.57% / 118.25% Warranty: 1-Year","रू. 65,000","| Brand New","2 months ago","Newroad Computer Store"
"NB Dual Monitor Desk Mount Stand For Two Screens","TWO MONITORS AT ONCE: Fits most 17''- 27'' Monitors with the load from 4.4 -19.8 lbs (2-9KG) for each monitor, VESA compliant patterns 75x75mm or 100x100mm; While the whole VESA Plate of this product is 118*118mm,Pls pay special attention to the size of VESA Plate if your monitor are curved monitor, Or your VESA hole is inside a recession area. FULLY ADJUSTABLE RANGE: Your two screens will have 360° rotation, tilt angle +85° to -30°, swivel ±90° Upright up to 10""(260mm) and max extension is 20.8","रू. 7,200","| Brand New","9 months ago","Tech Store"
"MSI OPTIX G273QF ESPORTS GAMING MONITOR FOR SALE","MSI OPTIX G273QF ESPORTS GAMING MONITOR 165HZ FOR SALE. BRAND NEW BOX PACK ONLY AT RS 53999/- CAN CALL ME 9808303005,9852672645.","रू. 53,999","| Brand New","9 months ago","Dabss"
"Dell 27"" Inch Monitor - S2721HN Original"," Diagonal Size 27"" ⎚ Resolution / Refresh Rate Full HD (1080p) 1920 x 1080 at 75 Hz  Adjustability Tilt  Ports 2 x HDMI Audio line-out  Cables 1 x HDMI cable  Panel Technology IPS","रू. 23,100","| Brand New","7 months ago","Tech Store"
"REDMI G24 24"" GAMING MONITOR FOR SALE.","REDMI G24 24"" GAMING MONITOR FOR SALE. BRAND NEW BOX PACK ONLY AT RS 22999/- CAN CALL ME 9808303005,9852672645.","रू. 22,999","| Brand New","10 months ago","Dabss"
"MSI Optix G271 27"" 144Hz FHD IPS FreeSync Monitor","- Brand new monitor with a 1-year warranty - Contact no: 9801182449 (Viber/whatsapp) - Price is Fixed SPECS: https://www.msi.com/Monitor/Optix-G271/Specification","रू. 40,000","| Brand New","2 years ago","Newroad Computer Store"
"NB F80 Monitor Stand Full Motion For 17-30''Inc","About this item ☑UNIVERSAL: Fits Most 17'' - 30'' Monitor with the load from 4.4 lbs up to 19.8 lbs, VESA compliant 75×75mm 100×100mm,while, The whole VESA Plate is 118*118mm, Extra Longer Screw & Screw spacer may be needed if your VESA hole is inside a recession area. Pls noted that VESA plate part support 360-degree rotation(Rotate it to right position as needed) ☑FULLY ADJUSTABLE: The durable gas spring system ensure easy positioning of your monitor in any desirable position; Personalize your","रू. 5,200","| Brand New","9 months ago","Tech Store"
"BenQ EW3280U 32"" 4K HDR Multimedia Monitor","- Brand new Monitor with a 1-year warranty - Contact no: 9801182449 (Viber/Whatsapp) - Price is Fixed SPECS: https://www.benq.com/en-ap/monitor/home/ew3280u/spec.html","रू. 96,000","| Brand New","2 months ago","Newroad Computer Store"
"Mini DisplayPort To VGA Monitor Adapter","इलेक्ट्रोनिक्स सामान प्रयोग गर्दा राम्रो क्वालिटी नै प्रयोग गर्नुहोस । सस्तो क्वालिटीको प्रयोग गर्दा विभिन्न खाले समस्या उत्पन्न भई ल्यापटपनै विग्रन सक्छ, बेलैमा बिचार गर्नुहोस। Tech Store नै किन • धेरै सुविधा एउटै store भित्र • आफ्नै Repairing Center • भरपर्दो On Line सुविधा • 1 महिना सम्म Replacement Warranty • कुनै सामानमा प्रब्लम भए वा नचाइएको खण्डमा विना झन्झट Store मै आएर Replace or Cash Return को सुविधा viber/whatapp or call: 9801141865","रू. 1,050","| Brand New","2 years ago","Tech Store"
"Dell Branded Original Monitor 24inche Fhd Ips","Dell branded monitor model: S2421HN Size: 24 inche full hd, boarder less, ips panel true color brand new 1 year warranty special offer price rs. 19500 for few days. contact Laptop Plus Newroad Kathmandu9847177032 Delivery available","रू. 19,500","| Brand New","3 months ago","Laptop Plus"
"NORTH BAYOU DOUBLE MONITOR ARM STAND","NORTH BAYOU DOUBLE MONITOR ARM STAND MODEL F160 DUAL SCREEN GAS-STRUTFLEXI MOUNT DESKTOP FOR SALE. BRAND NEW BOX PACK ONLY AT RS 7999/- CAN CALL ME 9808303005,9852672645.","रू. 7,999","| Brand New","7 months ago","Dabss"
"ACER NITRO MONITOR 28"" VG280K 4K UHD LED IPS 60HZ","ACER NITRO MONITOR 28"" VG280K 4K UHD LED IPS 60HZ 71CM VIEWABLE FOR SALE. BRAND NEW BOX PACK ONLY AT RS 46000/- CAN CALL ME 9808303005,9852672645.","रू. 46,000","| Brand New","2 months ago","Dabss"
"MSI OPTIX G32 SERIES CURVED GAMING 165HZ MONITOR","MSI OPTIX G32 SERIES CURVED LED GAMING MONITOR 165HZ MONITOR. BRAND NEW BOX PACK FOR SALE ONLY AT RS 63999/-CAN CALL ME 9808303005,9852672645.","रू. 63,999","| Brand New","1 years ago","Dabss"
"ACER KG1 SERIES GAMING MONITOR 165HZ","ACER KG1 SERIES GAMING MONITOR 165HZ 25"" FHD LED 1920×1080 FHD DISPLAY. FOR SALE BRAND NEW BOX PACK ONLY AT RS 38500/-CAN CALL ME 9808303005,9852672645.","रू. 38,500","| Brand New","1 years ago","Dabss"
"ACER NITRO EDO SERIES CURVED GAMING MONITOR 27""","ACER NITRO EDO SERIES CURVED GAMING MONITOR 27"" FHD 165HZ FOR SALE. BRAND NEW BOX PACK ONLY AT RS 32999/- CAN CALL ME 9808303005,9852672645.","रू. 32,999","| Brand New","1 years ago","Dabss"
"HUAWEI MATE VIEW SE 24"" MONITOR FOR SALE","HUAWEI MATE VIEW SE 24"" MONITOR HUAWEI FULL VIEW DISPLAY EBOOK MODE.FOR SALE MODEL NO.SSN-24 BRAND NEW BOX PACK ONLY AT RS 29999/- CAN CALL ME 9808303005,9852672645.","रू. 29,999","| Brand New","11 months ago","Dabss"
"SAMSUNG MONITOR 27"" T35F FHD IPS 75HZ FOR SALE","SAMSUNG MONITOR 27"" MODEL NO T35F FHD IPS 75HZ FOR SALE. BRAND NEW BOX PACK ONLY AT RS 28500/- CAN CALL ME 9808303005,9852672645.","रू. 28,500","| Brand New","9 months ago","Dabss"
"MSI MODERN MD241P 24 Inch FHD IPS 75Hz Monitor","- Brand new Monitor with a 1-year warranty - Contact no: 9801182449 (Viber/Whatsapp) - Price is Fixed Specifications: - Display Diagonal *: 60.5 Cm (23.8´´) - Display Brightness (Typical): 250 Cd/M² - Display Resolution *: 1920 X 1080 Pixels - Native Aspect Ratio *: 16:9 - Response Time: 5 Ms - Hd Type *: Full Hd","रू. 28,000","| Brand New","2 years ago","Newroad Computer Store"
"ACER NITRO QGO SERIES GAMING MONITOR 23""8","ACER NITRO QGO SERIES GAMING MONITOR FHD 100HZ 23""8 FOR SALE BRAND NEW BOX PACK ONLY AT RS 22500/-CAN CALL ME 9808303005,9852672645.","रू. 22,500","| Brand New","1 years ago","Dabss"
"DELL S2721HN 27 LED MONITOR FOR SALE BRAND NEW","DELL S2721HN 27 LED MONITOR FOR SALE BRAND NEW BOX PACK ONLY AT RS 20999/- CAN CALL ME 9808303005,9852672645.","रू. 20,999","| Brand New","1 years ago","Dabss"
"Msi Modern MD272XP 27"" Monitor | IPS | 100Hz |","- Brand new Monitor with a 1-year warranty - Contact no: 9801182449 (Viber/Whatsapp) - Price is Fixed Brand: MSI Model: Modern MD272XP Screen Size: 27"" Panel Type: IPS Resolution: 1920 x 1080 FHD Adjustable Display Refresh rate: 100Hz Response Time: 1ms (MPRT) / 4ms (GTG) COLOR BIT: 8 bits (6 bits + FRC) SPEAKER: 2x 3W DYNAMIC REFRESH RATE TECHNOLOGY: AMD FreeSync VIDEO PORTS: 1x HDMI™ (1.4b), 1x DisplayPort (1.2a), 1x Type C (DP Alternate) with 65W power delivery USB PORTS: 1x USB 2.0 Type B,","रू. 39,000","| Brand New","2 months ago","Newroad Computer Store"
"Dell 360 Desktop With Monitor Branded","mac all accessories available just viber 9803744123","रू. 12,500","| Like New","1 years ago","Apple IPhone Repair"
"ACER NITRO XZ2 Series 34""CURVED GAMING MONITOR","ACER NITRO XZ2 series 34""CURVED GAMING MONITOR 144HZ. BRAND NEW BOX PACK FOR SALE ONLY AT RS 59999/-CAN CALL ME 9808303005,9852672645.","रू. 59,999","| Brand New","1 years ago","Dabss"
"MSI PRO MP241 SERIES LED MONITOR 24INCH","MSI PRO MP241 SERIES LED MONITOR 24INCH BODER LESS,RESOLUTION 1920×1080@75HZ BRAND NEW BOX PACK ONLY AT RS 18999/- CAN CALL ME 9808303005,9852672645.","रू. 18,999","| Brand New","1 years ago","Dabss"
"MSI PRO MP242C SERIES 75HZ CURVED MONITOR FOR SALE","MSI PRO MP242C SERIES 75HZ CURVED MONITOR FOR SALE. BRAND NEW BOX PACK ONLY AT RS 19999/- CAN CALL ME 9808303005,9852672645.","रू. 19,999","| Brand New","9 months ago","Dabss"
"BENQ GW2280 1080P FULL HD IPS MONITOR WITH SPEAKER","BENQ GW2280 1080P FULL HD IPS 22"" MONITOR WITH SPEAKER FOR SALE. BRAND NEW BOX PACK ONLY AT RS 18999/- CAN CALL ME 9808303005,9852672645.","रू. 16,999","| Brand New","1 years ago","Dabss"
"MI DESKTOP MONITOR 27"" IPS 1080P FOR SALE","MI DESKTOP MONITOR 27"" IPS 1080P FOR SALE. BRAND NEW BOX PACK ONLY AT RS 21999/- CAN CALL ME 9808303005,9852672645.","रू. 21,999","| Brand New","1 years ago","Dabss"
"GIGABYTE G24F2 24"" MONITOR FOR SALE BRAND NEW","GIGABYTE G24F2 24"" MONITOR FOR SALE. BRAND NEW BOX PACK ONLY AT RS 30999/- CAN CALL ME 9808303005,9852672645.","रू. 30,999","| Brand New","1 years ago","Dabss"
"HP V194 18'5 LED MONITOR FOR SALE BRAND NEW","HP V194 18'5 LED MONITOR FOR SALE. BRAND NEW BOX PACK ONLY AT RS 10999/- CAN CALL ME 9808303005,9852672645.","रू. 10,999","| Brand New","1 years ago","Dabss"
"DELL P2419H MONITOR","DELL P2419H MONITOR BRAND NEW BOX PACK ONLY AT RS 31999/-CAN CALL ME 9808303005,9852672645","रू. 31,999","| Brand New","2 years ago","Dabss"
"MSI OPTIX G273QF IPS 2K MONITOR 27"" BRAND NEW","MSI OPTIX G273QF IPS 2K MONITOR 27"" FOR SALE. BRAND NEW BOX PACK ONLY AT RS 54999/-CAN CALL ME 9808303005,9852672645.","रू. 54,999","| Brand New","1 years ago","Dabss"
"Dell Multi Touch Monitor S2240t","Dell multi touch monitor s2240t brand new box pack only at rs 33000/- can call me 9808303005,9852672645","रू. 33,000","| Brand New","4 years ago","Dabss"
"MI 23'8 DESKTOP MONITOR 1C 1080P IPS FOR SALE","MI 23'8 DESKTOP MONITOR 1C 1080P IPS 60HZ FOR SALE. BRAND NEW BOX PACK ONLY AT RS 18999/- CAN CALL ME 9808303005,9852672645.","रू. 18,999","| Brand New","1 years ago","Dabss"
"BENQ 4K MONITOR EW 2880U IPS 4K HDR10 60HZ","BENQ 4K MONITOR EW 2880U IPS 4K HDR10 60HZ 28"" LED MONITOR. BRAND NEW BOX PACK ONLY AT RS 66999/- CAN CALL ME 9808303005,9852672645","रू. 66,999","| Brand New","2 years ago","Dabss"
"BenQ GW2490 24″ FHD Monitor |IPS|100Hz|Speaker","- Brand new Monitor with a 1-year warranty - Contact no: 9801182449 (Viber/Whatsapp) - Price is Fixed Brand: BenQ Model: GW2490 Screen Size: 23.8 inch Panel Type: IPS Resolution (max.): 1920×1080 (FHD) Response Time: 5 ms Refresh Rate: 100Hz Color Gamut: 99% sRGB Built-in Speaker: 2Wx2 Headphone Jack: Yes Flicker-free Technology: Yes Warranty: 1-Year","रू. 18,500","| Brand New","2 months ago","Newroad Computer Store"
"19inch HDMI VGA Monitor Ty","viber us 9893744123","रू. 14,000","| Brand New","8 months ago","Apple IPhone Repair"
